用户名,用户城市,评论内容,点赞数,评论时间,情感得分
那又怎羊,广西,赵露思有着一种黑色生命力，你越是打压，她越是能牢牢把握住每一次机会绝处逢生，希望大家她不止看到她提柔软的一面，她是个坚强的女人。,21967,2025-10-31 00:01:39,0.999953718174956
rooosyz,浙江,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！,17259,2025-10-31 00:00:14,0.9999999999999414
露攸_,四川,愿所有女性像许妍拒定义 觉醒自成光！,8431,2025-10-31 00:01:52,0.13918284709858275
略略略lulu-,湖北,露思你好呀， 今年是喜欢你的第七年，你对我而言就像礼物般的存在谢谢你走进我的生命里，谢谢你成为赵露思，希望幸福永远降临在你手心,6784,2025-10-31 00:00:35,0.9998359194026624
晚间烟火渐渐,江西,发音很舒服有人觉得吗,6565,2025-10-31 13:56:36,0.8502481403256298
乐迷团团长,北京,即日起-11月13日，带这首歌及下方话题【赵露思暗纱新娘】发笔记，诉说你和露思的故事，有机会贏取她的亲签礼物哦~,6310,2025-10-31 10:59:29,0.6826781768005239
十八岁才爱上吃梨,河南,这首歌真的超出内娱水平了…我听的浑身起鸡皮疙瘩,5764,2025-10-31 01:05:48,0.050648922576378874
凛兮絆,广东,各位有没有一种露思打了胜战凯旋归来的结算mv的感觉[爆笑],4428,2025-10-31 10:23:45,0.81347137345223
Heydjango,上海,不是啊 这个曲风完全kpop和欧美那边爆曲预备役有人懂吗。。。好嗨,3822,2025-10-31 00:38:55,0.3752444595199548
xixi-kkkk,四川,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！赵露思唱歌就是很好听！,3658,2025-10-31 00:00:22,0.9999999626418788
Culminate__,湖北,BlackVeilBride是反叛是独立，隐含神秘又充满力量，这与赵露思当下切合，从困境中逆生，在诋毁中坚守，看似反叛实则是一种更深力量的坚定。会有见月明的那天，因为“反叛”不是错、坚定不是错，保持自己才是立身之本💜,3342,2025-10-31 00:00:30,0.9999999999992366
全平台不统一昵称,美国,这么看来露思的英文水平恐怕在我之上。,3031,2025-10-31 05:10:04,0.7007350235433082
沉默的大多数撕,浙江,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！,2629,2025-10-31 00:01:17,0.999999999999998
快乐泥石流,安徽,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！,1963,2025-10-31 00:01:25,0.9999999999999414
几瞬念,浙江,非粉感觉这个旋律很好听啊而且很有记忆点，我听第一遍就已经爱上了[爆笑][爆笑]不知道有些人在挑什么刺[举手],1634,2025-10-31 09:19:33,0.9999197824726117
彬悸兔ian,湖南,修音都修成blackpink了(*￣rǒ￣),2,2025-11-23 12:28:08,0.1823480152568676
窝讨厌你ToT,江苏,彳亍,1,2025-11-23 13:29:24,0.4737672181921908
海島噜豚,重庆,露思老婆！,1,2025-11-23 12:45:13,0.687252030308843
